"Nay, but this dotage of our general's
[p]O'erflows the measure: those his goodly eyes,
[p]That o'er the files and musters of the war
[p]Have glow'd like plated Mars, now bend, now turn,
[p]The office and devotion of their view
[p]Upon a tawny front: his captain's heart,
[p]Which in the scuffles of great fights hath burst
[p]The buckles on his breast, reneges all temper,
[p]And is become the bellows and the fan
[p]To cool a gipsy's lust.
[p][Flourish. Enter ANTONY, CLEOPATRA, her Ladies,]
[p]the Train, with Eunuchs fanning her]
[p]Look, where they come:
[p]Take but good note, and you shall see in him.
[p]The triple pillar of the world transform'd
[p]Into a strumpet's fool: behold and see.
"
"If it be love indeed, tell me how much.
"
"There's beggary in the love that can be reckon'd.
"
"I'll set a bourn how far to be beloved.
"
"Then must thou needs find out new heaven, new earth.
"
"News, my good lord, from Rome.
"
"Grates me: the sum.
"
"Nay, hear them, Antony:
[p]Fulvia perchance is angry; or, who knows
[p]If the scarce-bearded Caesar have not sent
[p]His powerful mandate to you, 'Do this, or this;
[p]Take in that kingdom, and enfranchise that;
[p]Perform 't, or else we damn thee.'
"
"How, my love!
"
"Perchance! nay, and most like:
[p]You must not stay here longer, your dismission
[p]Is come from Caesar; therefore hear it, Antony.
[p]Where's Fulvia's process? Caesar's I would say? both?
[p]Call in the messengers. As I am Egypt's queen,
[p]Thou blushest, Antony; and that blood of thine
[p]Is Caesar's homager: else so thy cheek pays shame
[p]When shrill-tongued Fulvia scolds. The messengers!
"
"Let Rome in Tiber melt, and the wide arch
[p]Of the ranged empire fall! Here is my space.
[p]Kingdoms are clay: our dungy earth alike
[p]Feeds beast as man: the nobleness of life
[p]Is to do thus; when such a mutual pair
[p][Embracing]
[p]And such a twain can do't, in which I bind,
[p]On pain of punishment, the world to weet
[p]We stand up peerless.
"
"Excellent falsehood!
[p]Why did he marry Fulvia, and not love her?
[p]I'll seem the fool I am not; Antony
[p]Will be himself.
"
"But stirr'd by Cleopatra.
[p]Now, for the love of Love and her soft hours,
[p]Let's not confound the time with conference harsh:
[p]There's not a minute of our lives should stretch
[p]Without some pleasure now. What sport tonight?
"
"Hear the ambassadors.
"
"Fie, wrangling queen!
[p]Whom every thing becomes, to chide, to laugh,
[p]To weep; whose every passion fully strives
[p]To make itself, in thee, fair and admired!
[p]No messenger, but thine; and all alone
[p]To-night we'll wander through the streets and note
[p]The qualities of people. Come, my queen;
[p]Last night you did desire it: speak not to us.
[p][Exeunt MARK ANTONY and CLEOPATRA with]
[p]their train]
"
"Is Caesar with Antonius prized so slight?
"
"Sir, sometimes, when he is not Antony,
[p]He comes too short of that great property
[p]Which still should go with Antony.
"
"I am full sorry
[p]That he approves the common liar, who
[p]Thus speaks of him at Rome: but I will hope
[p]Of better deeds to-morrow. Rest you happy!
"
"Lord Alexas, sweet Alexas, most any thing Alexas,
[p]almost most absolute Alexas, where's the soothsayer
[p]that you praised so to the queen? O, that I knew
[p]this husband, which, you say, must charge his horns
[p]with garlands!
"
"Soothsayer!
"
"Your will?
"
"Is this the man? Is't you, sir, that know things?
"
"In nature's infinite book of secrecy
[p]A little I can read.
"
"Show him your hand.
"
"Bring in the banquet quickly; wine enough
[p]Cleopatra's health to drink.
"
"Good sir, give me good fortune.
"
"I make not, but foresee.
"
"Pray, then, foresee me one.
"
"You shall be yet far fairer than you are.
"
"He means in flesh.
"
"No, you shall paint when you are old.
"
"Wrinkles forbid!
"
"Vex not his prescience; be attentive.
"
"Hush!
"
"You shall be more beloving than beloved.
"
"I had rather heat my liver with drinking.
"
"Nay, hear him.
"
"Good now, some excellent fortune! Let me be married
[p]to three kings in a forenoon, and widow them all:
[p]let me have a child at fifty, to whom Herod of Jewry
[p]may do homage: find me to marry me with Octavius
[p]Caesar, and companion me with my mistress.
"
"You shall outlive the lady whom you serve.
"
"O excellent! I love long life better than figs.
"
"You have seen and proved a fairer former fortune
[p]Than that which is to approach.
"
"Then belike my children shall have no names:
[p]prithee, how many boys and wenches must I have?
"
"If every of your wishes had a womb.
[p]And fertile every wish, a million.
"
"Out, fool! I forgive thee for a witch.
"
"You think none but your sheets are privy to your wishes.
"
"Nay, come, tell Iras hers.
"
"We'll know all our fortunes.
"
"Mine, and most of our fortunes, to-night, shall
[p]be--drunk to bed.
"
"There's a palm presages chastity, if nothing else.
"
"E'en as the o'erflowing Nilus presageth famine.
"
"Go, you wild bedfellow, you cannot soothsay.
"
"Nay, if an oily palm be not a fruitful
[p]prognostication, I cannot scratch mine ear. Prithee,
[p]tell her but a worky-day fortune.
"
"Your fortunes are alike.
"
"But how, but how? give me particulars.
"
"I have said.
"
"Am I not an inch of fortune better than she?
"
"Well, if you were but an inch of fortune better than
[p]I, where would you choose it?
"
"Not in my husband's nose.
"
"Our worser thoughts heavens mend! Alexas,--come,
[p]his fortune, his fortune! O, let him marry a woman
[p]that cannot go, sweet Isis, I beseech thee! and let
[p]her die too, and give him a worse! and let worst
[p]follow worse, till the worst of all follow him
[p]laughing to his grave, fifty-fold a cuckold! Good
[p]Isis, hear me this prayer, though thou deny me a
[p]matter of more weight; good Isis, I beseech thee!
"
"Amen. Dear goddess, hear that prayer of the people!
[p]for, as it is a heartbreaking to see a handsome man
[p]loose-wived, so it is a deadly sorrow to behold a
[p]foul knave uncuckolded: therefore, dear Isis, keep
[p]decorum, and fortune him accordingly!
"
"Amen.
"
"Lo, now, if it lay in their hands to make me a
[p]cuckold, they would make themselves whores, but
[p]they'ld do't!
"
"Hush! here comes Antony.
"
"Not he; the queen.
"
"Saw you my lord?
"
"No, lady.
"
"Was he not here?
"
"No, madam.
"
"He was disposed to mirth; but on the sudden
[p]A Roman thought hath struck him. Enobarbus!
"
"Madam?
"
"Seek him, and bring him hither.
[p]Where's Alexas?
"
"Here, at your service. My lord approaches.
"
"We will not look upon him: go with us.
"
"Fulvia thy wife first came into the field.
"
"Against my brother Lucius?
"
"Ay:
[p]But soon that war had end, and the time's state
[p]Made friends of them, joining their force 'gainst Caesar;
[p]Whose better issue in the war, from Italy,
[p]Upon the first encounter, drave them.
"
"Well, what worst?
"
"The nature of bad news infects the teller.
"
"When it concerns the fool or coward. On:
[p]Things that are past are done with me. 'Tis thus:
[p]Who tells me true, though in his tale lie death,
[p]I hear him as he flatter'd.
"
"Labienus--
[p]This is stiff news--hath, with his Parthian force,
[p]Extended Asia from Euphrates;
[p]His conquering banner shook from Syria
[p]To Lydia and to Ionia; Whilst--
"
"Antony, thou wouldst say,--
"
"O, my lord!
"
"Speak to me home, mince not the general tongue:
[p]Name Cleopatra as she is call'd in Rome;
[p]Rail thou in Fulvia's phrase; and taunt my faults
[p]With such full licence as both truth and malice
[p]Have power to utter. O, then we bring forth weeds,
[p]When our quick minds lie still; and our ills told us
[p]Is as our earing. Fare thee well awhile.
"
"At your noble pleasure.
"
"From Sicyon, ho, the news! Speak there!
"
"The man from Sicyon,--is there such an one?
"
"He stays upon your will.
"
"Let him appear.
[p]These strong Egyptian fetters I must break,
[p]Or lose myself in dotage.
[p][Enter another Messenger]
[p]What are you?
"
"Fulvia thy wife is dead.
"
"Where died she?
"
"In Sicyon:
[p]Her length of sickness, with what else more serious
[p]Importeth thee to know, this bears.
"
"Forbear me.
[p][Exit Second Messenger]
[p]There's a great spirit gone! Thus did I desire it:
[p]What our contempt doth often hurl from us,
[p]We wish it ours again; the present pleasure,
[p]By revolution lowering, does become
[p]The opposite of itself: she's good, being gone;
[p]The hand could pluck her back that shoved her on.
[p]I must from this enchanting queen break off:
[p]Ten thousand harms, more than the ills I know,
[p]My idleness doth hatch. How now! Enobarbus!
"
"What's your pleasure, sir?
"
"I must with haste from hence.
"
"Why, then, we kill all our women:
[p]we see how mortal an unkindness is to them;
[p]if they suffer our departure, death's the word.
"
"I must be gone.
"
"Under a compelling occasion, let women die; it were
[p]pity to cast them away for nothing; though, between
[p]them and a great cause, they should be esteemed
[p]nothing. Cleopatra, catching but the least noise of
[p]this, dies instantly; I have seen her die twenty
[p]times upon far poorer moment: I do think there is
[p]mettle in death, which commits some loving act upon
[p]her, she hath such a celerity in dying.
"
"She is cunning past man's thought.
"
"Alack, sir, no; her passions are made of nothing but
[p]the finest part of pure love: we cannot call her
[p]winds and waters sighs and tears; they are greater
[p]storms and tempests than almanacs can report: this
[p]cannot be cunning in her; if it be, she makes a
[p]shower of rain as well as Jove.
"
"Would I had never seen her.
"
"O, sir, you had then left unseen a wonderful piece
[p]of work; which not to have been blest withal would
[p]have discredited your travel.
"
"Fulvia is dead.
"
"Sir?
"
"Fulvia is dead.
"
"Fulvia!
"
"Dead.
"
"Why, sir, give the gods a thankful sacrifice. When
[p]it pleaseth their deities to take the wife of a man
[p]from him, it shows to man the tailors of the earth;
[p]comforting therein, that when old robes are worn
[p]out, there are members to make new. If there were
[p]no more women but Fulvia, then had you indeed a cut,
[p]and the case to be lamented: this grief is crowned
[p]with consolation; your old smock brings forth a new
[p]petticoat: and indeed the tears live in an onion
[p]that should water this sorrow.
"
"The business she hath broached in the state
[p]Cannot endure my absence.
"
"And the business you have broached here cannot be
[p]without you; especially that of Cleopatra's, which
[p]wholly depends on your abode.
"
"No more light answers. Let our officers
[p]Have notice what we purpose. I shall break
[p]The cause of our expedience to the queen,
[p]And get her leave to part. For not alone
[p]The death of Fulvia, with more urgent touches,
[p]Do strongly speak to us; but the letters too
[p]Of many our contriving friends in Rome
[p]Petition us at home: Sextus Pompeius
[p]Hath given the dare to Caesar, and commands
[p]The empire of the sea: our slippery people,
[p]Whose love is never link'd to the deserver
[p]Till his deserts are past, begin to throw
[p]Pompey the Great and all his dignities
[p]Upon his son; who, high in name and power,
[p]Higher than both in blood and life, stands up
[p]For the main soldier: whose quality, going on,
[p]The sides o' the world may danger: much is breeding,
[p]Which, like the courser's hair, hath yet but life,
[p]And not a serpent's poison. Say, our pleasure,
[p]To such whose place is under us, requires
[p]Our quick remove from hence.
"
"I shall do't.
"
"Where is he?
"
"I did not see him since.
"
"See where he is, who's with him, what he does:
[p]I did not send you: if you find him sad,
[p]Say I am dancing; if in mirth, report
[p]That I am sudden sick: quick, and return.
"
"Madam, methinks, if you did love him dearly,
[p]You do not hold the method to enforce
[p]The like from him.
"
"What should I do, I do not?
"
"In each thing give him way, cross him nothing.
"
"Thou teachest like a fool; the way to lose him.
"
"Tempt him not so too far; I wish, forbear:
[p]In time we hate that which we often fear.
[p]But here comes Antony.
"
"I am sick and sullen.
"
"I am sorry to give breathing to my purpose,--
"
"Help me away, dear Charmian; I shall fall:
[p]It cannot be thus long, the sides of nature
[p]Will not sustain it.
"
"Now, my dearest queen,--
"
"Pray you, stand further from me.
"
"What's the matter?
"
